FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY,DEP_AMORT_EXP_OPS,CASH,MARKETABLE_SEC,OTH_CURR_ASSETS,TOT_CURR_ASSETS,LIMITED_USE_CASH,LIMITED_USE_INV,LIMITED_USE_OTHER_ASSETS,TOT_LIMITED_USE_ASSETS,TOT_PPE,ACCU_DEP_AMORT,NET_TOT_PPE,CONST_IN_PROGRESS,TOT_INV_AND_OTH_ASSETS,TOT_INTANGIBLE_ASSETS,TOT_ASSETS,CURR_LIABILITIES,CURR_MAT_LT_DEBT,TOT_CURR_LIABILITIES,TOT_DEF_CREDITS,TOT_LT_DEBT,CURR_MATURITIES,NET_TOT_LT_DEBT,TOT_LIABILITIES,TOT_EQUITY,TOT_LIABILITY_AND EQUITY
106344011,SACRAMENTO MENTAL HEALTH TREATMENT CENTER - PHF,20213,2021-07-01,2021-09-30,Open,Sacramento,02 - Golden Empire,311,City/County,Psychiatric Health Facilities,,916-875-1000,2150 STOCKTON BOULEVARD,SACRAMENTO,95817,"ANANTHA PANYALA, PHD",50,50,50,0,0,0,0,0,0,24,0,0,0,24,0,0,0,0,0,0,0,4289,0,0,0,4289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3088080,0,0,0,3088080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3088080,0,0,0,3088080,0,6952780,351277,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106270875,SALINAS VALLEY MEMORIAL HOSPITAL,20213,2021-07-01,2021-09-30,Open,Monterey,08 - Mid-Coast,705,District,Comparable,,831-757-4333,450 EAST ROMIE LANE,SALINAS,93901,PETE DELGADO,263,255,121,934,153,27,100,0,0,89,1276,9,16,2604,0,4022,673,132,484,0,0,306,4449,22,67,10155,0,5814,925,1071,8891,39,0,886,7412,22,560,25620,128050817,23234283,19082509,63255579,0,0,8469833,66972647,1188565,9551302,319805535,100190809,17227726,8130576,74789334,208906,0,9679175,80778225,310671,3500144,294815566,11514735,195594257,35538033,24510679,123484476,0,52917,0,5577620,72932334,0,871549,0,0,0,60794,470137394,0,0,0,0,0,32647369,4923976,2702406,14560437,155989,0,12571388,74818538,627688,1475916,144483707,2880675,124308033,0,-5691840,0,0,0,0,3633208,242425825.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106361318,SAN ANTONIO REGIONAL HOSPITAL,20213,2021-07-01,2021-09-30,Open,San Bernardino,12 - Inland Counties,1207,Non Profit Corp.,Comparable,,909-985-2811,999 SAN BERNARDINO ROAD,UPLAND,91786,JOHN CHAPMAN,363,363,363,693,999,317,806,0,0,581,609,12,17,4034,0,4107,5929,1728,3574,0,0,2599,2426,48,69,20480,0,10731,7636,2162,8677,0,0,14096,8931,1328,1910,55471,90219704,137169513,45903524,76882242,0,0,53346900,59645234,1176036,1692345,466035498,49775098,72881979,14439862,61351665,0,0,70375595,60312684,5286532,7607448,342030863,2400000,123321544,182349879,56852156,126679788,0,0,0,102403749,99287850,0,4500000,0,0,0,8695846,706490812,0,0,0,113704,113704,16673258,27701613,3491230,11554119,0,0,21318746,20670068,159076,121143,101689253,3064097,97576475,0,-584339,0,0,0,0,5104556,272024448.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106374055,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,20213,2021-07-01,2021-09-30,Open,San Diego,14 - San Diego/Imperial,1418,City/County,Hospital-LTC Emphasis,,619-692-8232,3853 ROSECRANS STREET,SAN DIEGO,92110,IZABELA KARMACH,301,301,248,46,0,69,0,66,0,140,250,0,1,572,0,418,0,14807,0,567,0,1183,3556,0,107,20638,0,2731,0,4298,0,2532,0,5038,3005,0,75,17679,436910,0,3740796,0,598317,0,1249285,2145389,0,35079,8205776,524299,0,825220,0,486118,0,967316,577041,0,14367,3394361,0,245492,0,354282,0,0,277349,0,566904,586189,0,0,0,0,0,7347,2037563,0,0,0,0,0,715718,0,4211735,0,807086,0,1649695,2136241,0,42099,9562574,0,34090250,0,17315,0,0,0,0,0,3728209.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106190673,SAN DIMAS COMMUNITY HOSPITAL,20213,2021-07-01,2021-09-30,Open,Los Angeles,11 - Los Angeles,917,Investor - Corp.,Comparable,,909-599-6811,1350 WEST COVINA BOULEVARD,SAN DIMAS,91773,PARRISH SCARBORO,101,101,101,187,171,42,157,0,0,32,153,0,11,753,0,1061,821,440,605,0,0,124,535,0,24,3610,0,387,590,244,1433,0,0,598,972,0,171,4395,10805625,8394777,5438491,6047017,0,0,1705723,7519449,0,51732,39962814,2855093,5087655,937359,7054707,0,0,2938932,6977360,0,530030,26381136,803844,11248500,11110429,4131951,11177876,0,0,0,3173584,10789791,0,107096,0,0,0,57280,52600351,0,0,0,0,0,2412218,1745495,2243899,1923848,0,0,1471071,3707018,0,240050,13743599,56880,14485584,0,76047,0,0,0,0,242959,16688841.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106190200,SAN GABRIEL VALLEY MEDICAL CENTER,20213,2021-07-01,2021-09-30,Open,Los Angeles,11 - Los Angeles,913,Non Profit Corp.,Comparable,,626-289-5454,438 W. LAS TUNAS DRIVE,SAN GABRIEL,91776,NANA DEEB,273,273,273,525,368,133,531,0,0,38,343,1,36,1975,0,4291,2033,909,4864,0,0,122,1424,2,74,13719,0,641,672,336,2264,0,0,196,1680,2,441,6232,53406707,32078743,11661330,55348370,0,0,1584117,23956741,38656,1662055,179736719,13411722,9627998,3003648,24092180,0,0,1432210,15805737,11137,2401567,69786199,1371558,55426533,39247257,10914400,65225314,-542175,0,0,2411180,33402134,0,49793,0,0,0,3623957,211129951,2471984,0,0,0,2471984,11391896,4931468,2921195,14215236,0,0,605147,6360344,0,439665,40864951,68186,42369424,0,-66243,0,0,0,0,124447,5771745.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106331326,SAN GORGONIO MEMORIAL HOSPITAL,20213,2021-07-01,2021-09-30,Open,Riverside,12 - Inland Counties,1107,District,Comparable,Rural,951-845-1121,600 N. HIGHLAND SPRINGS AVENUE,BANNING,92220,STEVE BARRON,79,79,79,149,171,35,223,0,0,148,0,17,44,787,0,701,717,187,816,0,0,669,0,25,210,3325,0,857,1379,626,4645,0,0,2286,0,0,938,10731,10804421,16724234,2287079,5603643,0,0,21238226,0,178028,1651025,58486656,5603643,15483568,2782549,10821186,0,0,14469837,0,0,3785661,52946444,4029660,11481035,25358080,2616034,11204721,0,0,0,20978393,0,0,178028,0,0,0,0,75845951,0,0,0,0,0,4927029,6849722,2453594,5220108,0,0,14729670,0,0,1407026,35587149,938924,20031227,0,293644,0,0,0,0,142243,75899470.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106394003,SAN JOAQUIN - PHF,20213,2021-07-01,2021-09-30,Open,San Joaquin,06 - North San Joaquin,507,City/County,Psychiatric Health Facilities,,209-468-8750,1212 NORTH CALIFORNIA ST.,STOCKTON,95202,TONY VARTAN,16,16,16,0,0,0,0,0,0,69,0,0,0,69,0,0,0,0,0,0,0,1405,0,0,0,1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1591976,0,0,0,1591976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1591976,0,0,0,1591976,0,1591976,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106391010,SAN JOAQUIN GENERAL HOSPITAL,20213,2021-07-01,2021-09-30,Open,San Joaquin,06 - North San Joaquin,507,City/County,Comparable,Teaching,209-468-6000,500 WEST HOSPITAL ROAD,FRENCH CAMP,95231,DAVID CULBERSON,196,196,179,502,0,517,922,2,0,563,0,7,18,2531,0,3159,0,4036,4162,10,0,3471,0,33,110,14981,0,5023,0,3815,12598,6,0,5041,0,19,1642,28144,82898754,0,89268638,103319968,250497,0,86567698,0,851244,2349725,365506524,35218292,0,23977176,83533444,37539,0,34798046,0,127565,10061315,187753377,11289608,95548718,0,98187909,166525237,0,288036,0,77688478,0,0,978808,0,0,0,0,450506794,0,5293591,0,0,5293591,22568328,0,15057905,25621765,0,0,43677266,0,0,1121434,108046698,3737358,114422899,0,534513,0,0,0,0,445822,116392406.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,20213,2021-07-01,2021-09-30,Open,Fresno,09 - Central,605,Investor - Ptnr.,Comparable,,559-436-3600,7173 N. SHARON AVENUE,FRESNO,93720,MARY JO JACOBSON,62,62,62,213,22,6,31,0,0,59,0,0,0,331,0,2781,255,84,336,0,0,650,0,0,0,4106,0,3995,403,0,1175,0,0,2259,0,0,0,7832,11976569,1044817,227011,1509526,0,0,2553746,0,0,0,17311669,1614933,163482,0,502032,0,0,971877,0,0,0,3252324,80660,7580115,689100,178079,1184148,0,0,0,1970781,0,0,0,0,0,0,0,11682883,0,0,0,0,0,5930727,519199,48932,827410,0,0,1554842,0,0,0,8881110,38378,9693039,0,0,0,0,0,0,26767,637123.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106434032,SAN JOSE BEHAVIORAL HEALTH,20213,2021-07-01,2021-09-30,Open,Santa Clara,07 - Santa Clara,431,Non Profit Corp.,Comparable,,669-234-5959,455 SILICON VALLEY BOULEVARD,SAN JOSE,95138,SEAN PETERSON,80,80,80,59,45,77,270,0,0,0,358,0,0,809,0,622,481,862,2315,0,0,0,2678,0,0,6958,0,153,18,0,0,0,0,0,825,0,0,996,1950345,1392495,2495490,6701925,0,0,0,7752810,0,0,20293065,264230,26100,0,0,0,0,0,824770,0,0,1115100,59547,1265697,590440,1517322,3008104,0,0,0,0,3264909,0,0,0,0,0,0,9706019,0,0,0,0,0,948878,828155,978168,3634274,0,0,0,5312671,0,0,11702146,0,7640674,0,3,0,0,0,0,4088163,42083304.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106404046,SAN LUIS OBISPO COUNTY - PHF,20213,2021-07-01,2021-09-30,Open,San Luis Obispo,08 - Mid-Coast,801,City/County,Psychiatric Health Facilities,,805-781-4700,2178 JOHNSON AVE,SAN LUIS OBISPO,93401,ANNE ROBIN,16,16,10,0,0,0,0,7,0,99,1,0,0,107,0,0,0,0,0,324,0,394,2,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148244,0,453880,2389,0,0,604513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148244,0,453880,2389,0,0,604513,0,1823957,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106410782,SAN MATEO MEDICAL CENTER,20213,2021-07-01,2021-09-30,Open,San Mateo,04 - West Bay,427,City/County,Comparable,,650-573-2222,222 WEST 39TH AVENUE,SAN MATEO,94403,"CHESTER J. KUNNAPPILLY, MD",448,448,448,105,86,203,222,0,21,18,0,12,15,682,94,1685,1054,4574,17178,0,89,561,0,55,86,25282,21115,6676,8501,13961,45851,0,21578,661,0,895,5141,103264,8114516,5422545,13974211,13786371,0,1147169,530767,0,462788,141630,43579997,4562082,5780423,11767017,30528303,0,13331142,1039075,0,710580,3502378,71221000,945582,8603215,6637540,12880614,19576097,-7721049,0,13713867,493266,0,0,850856,0,0,0,2316772,58296760,0,2004481,0,0,2004481,4073382,4565429,12860614,34464107,0,764444,1076576,0,322512,381654,58508718,16565578,95058134,7410350,18073697,0,0,0,0,344499,36165551.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106074017,SAN RAMON REGIONAL MEDICAL CENTER,20213,2021-07-01,2021-09-30,Open,Contra Costa,05 - East Bay,411,Investor - Corp.,Comparable,,925-275-9200,6001 NORRIS CANYON ROAD,SAN RAMON,94583,ANN LUCENA,123,123,43,307,157,14,52,0,0,16,356,1,8,911,0,1473,740,92,214,0,0,73,1226,8,17,3843,0,3482,791,117,766,0,0,335,5618,3,215,11327,58029099,28610715,3291667,9383907,0,0,6169729,52709549,319039,910233,159423938,38104383,11570829,1352704,10831940,0,0,6898374,62839024,32411,3142751,134772416,451629,87757325,34865108,4415306,19329371,0,0,0,11266758,86785808,0,351285,0,0,0,3623922,248846512,0,0,0,0,0,8376157,5316436,229065,886476,0,0,1743308,28683847,165,114388,45349842,368836,42359512,0,31036,0,0,0,0,56626,63622311.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737590.0,0.0,18630.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106420514,SANTA BARBARA COTTAGE HOSPITAL,20213,2021-07-01,2021-09-30,Open,Santa Barbara,10 - Santa Barbara/Ventura,807,Non Profit Corp.,Comparable,Teaching,805-687-1111,400 W. PUEBLO STREET,SANTA BARBARA,93105,RONALD C. WERFT,519,399,275,1824,281,259,648,0,0,104,1337,0,39,4492,0,9822,1509,1400,3584,0,0,633,6243,0,234,23425,0,9494,1063,1727,7931,0,0,682,11349,0,958,33204,191971817,29972222,26343745,58699269,0,0,10059469,105394908,0,1752195,424193625,71318248,9387455,4920220,22758228,0,0,2080737,46457636,0,4491068,161413592,5356349,207938486,31941558,26761945,61964001,0,0,0,7887988,38545753,0,4971993,0,0,0,2344359,387712432,0,0,0,0,0,53209040,7418120,4502020,19493496,0,0,4252218,111164250,0,-2144359,197894785,16488890,209885111,10416762,15719402,0,0,0,0,2723748,705537850.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5821916.0,0.0,9061664.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106424002,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,20213,2021-07-01,2021-09-30,Open,Santa Barbara,10 - Santa Barbara/Ventura,807,City/County,Psychiatric Health Facilities,,805-681-5244,315 CAMINO DEL REMEDIO,SANTA BARBARA,93110,"PAM FISHER, INTERIM DIRECTOR",16,16,16,11,0,91,0,12,0,4,0,0,11,129,0,57,0,762,0,120,0,11,0,0,268,1218,0,0,0,0,0,0,0,0,0,0,0,0,125500,0,1498894,0,250352,0,22895,0,0,570648,2468289,0,0,0,0,0,0,0,0,0,0,0,0,125500,0,1096361,0,0,250352,0,22895,0,0,0,0,0,0,536715,2031823,0,0,0,0,0,0,0,402533,0,0,0,0,0,0,33933,436466,0,2537079,0,310100,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106430883,SANTA CLARA VALLEY MEDICAL CENTER,20213,2021-07-01,2021-09-30,Open,Santa Clara,07 - Santa Clara,431,City/County,Comparable,Teaching,408-885-5000,751 SOUTH BASCOM AVENUE,SAN JOSE,95128-2699,PAUL LORENZ,1182,1085,650,1638,908,1390,2995,141,0,88,856,142,0,8158,0,11781,5785,9155,14188,724,0,714,6946,681,0,49974,0,30403,15562,42705,115805,6057,2,3345,36353,5708,0,255940,235536104,120297583,190745461,302398070,17440560,0,19890438,151258916,12705167,0,1050272299,128725383,59953941,127306803,283076957,25264209,6287,29329182,122697317,46580601,0,822940680,973308,289521207,140959429,202361317,449130453,-37751089,42452845,5246,39719170,181942561,0,47508232,0,0,0,0,1356822679,0,67664570,0,0,67664570,74655894,39274901,151152414,206253462,222461,1041,9390975,90542379,12561343,0,584054870,5172477,689354243,0,48549966,0,0,0,0,1168765,90881486.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106190687,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,20213,2021-07-01,2021-09-30,Open,Los Angeles,11 - Los Angeles,927,Non Profit Corp.,Comparable,Teaching,424-259-6000,1250 16TH STREET,SANTA MONICA,90404,DR. DAVID FEINBERG,281,281,281,1226,471,272,275,0,0,14,1293,21,47,3619,0,7470,2794,1567,1717,0,0,32,6218,92,212,20102,0,12497,6815,1305,4048,79,0,200,28189,84,1579,54796,138599955,47184889,35835953,26677318,0,0,487540,109395944,834854,1916223,360932676,52834952,24059055,5451023,12936485,89465,0,1008368,106420064,251868,4739267,207790547,-73498,147056750,40649362,31144506,31535687,0,74733,0,867636,117293334,0,1086722,0,0,0,2083716,371718948,1057846,820674,0,3052404,4930924,44378157,31652428,10142470,8898790,14732,0,628272,101575078,0,4645272,201935199,4993312,179181952,0,-6075124,0,0,0,0,1913217,627906459.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,20213,2021-07-01,2021-09-30,Open,Santa Barbara,10 - Santa Barbara/Ventura,805,Non Profit Corp.,Comparable,Rural,805-967-3411,2050 VIBORG ROAD,SOLVANG,93463,RONALD C. WERFT,11,11,8,34,5,0,2,0,0,0,6,0,0,47,0,85,10,0,4,0,0,0,21,0,0,120,0,2464,171,128,917,0,0,135,1887,0,118,5820,940190,127296,0,47657,0,0,0,198025,0,0,1313168,7219863,356484,212524,1649995,0,0,274687,3657612,0,221521,13592686,198311,3483309,327736,188613,1278694,0,0,0,-28482,940751,0,137097,0,0,0,56907,6582936,0,0,0,0,0,4597419,156044,23911,418958,0,0,303169,2836054,0,-12637,8322918,597174,5888918,175781,666704,0,0,0,0,1053886,21386011.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219407.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106371256,SCRIPPS GREEN HOSPITAL,20213,2021-07-01,2021-09-30,Open,San Diego,14 - San Diego/Imperial,1416,Non Profit Corp.,Comparable,,858-455-9100,10666 NORTH TORREY PINES ROAD,LA JOLLA,92037,TIM COLLINS,173,150,105,609,561,20,15,0,0,6,736,1,3,1951,0,2575,2223,156,282,0,0,29,3335,3,47,8650,0,7623,5217,107,174,0,0,54,16861,13,249,30298,96463967,67587806,3668489,7196635,0,0,279824,109847107,63897,1195657,286303382,68395987,45644561,1426843,139075,0,0,211151,114463258,110295,2063893,232455063,-2417654,139489538,96903295,5683879,6127745,0,0,0,-187927,167343668,0,174192,0,0,0,3320905,416437641,0,0,0,0,0,25200292,16397173,583289,1204997,0,0,641575,58158439,0,135039,102320804,1579421,82041873,1020777,0,0,0,0,0,147391,84385564.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,20213,2021-07-01,2021-09-30,Open,San Diego,14 - San Diego/Imperial,1416,Non Profit Corp.,Comparable,,760-633-6501,354 SANTA FE DRIVE,ENCINITAS,92024,CARL ETTER,187,178,161,873,709,160,309,0,0,23,1094,13,22,3203,0,3896,3335,1031,1293,0,0,86,4052,26,43,13762,0,5186,3195,899,3673,0,0,208,11254,173,277,24865,99442436,82835209,22870042,29291970,0,0,1036521,92225299,1036403,1662826,330400706,41630736,30250790,4509947,24284104,0,0,659356,58858331,701640,1125726,162020630,2893446,122511138,99885459,23409395,46331061,0,0,0,104239,96564658,0,1738043,0,0,0,2975691,396413130,0,0,0,-25700,-25700,18534539,13008952,3908862,7025975,0,0,1148749,52483222,0,-127793,95982506,1786450,81468524,6409771,0,0,0,0,0,1612586,181965974.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,20213,2021-07-01,2021-09-30,Open,San Diego,14 - San Diego/Imperial,1416,Non Profit Corp.,Comparable,,858-457-6332,9888 GENESEE AVENUE,LA JOLLA,92037,CARL ETTER,426,404,283,1479,888,142,407,0,0,17,2317,17,47,5314,0,7512,4915,989,2550,0,0,98,8543,63,169,24839,0,6716,3481,615,2806,0,0,63,14330,152,411,28574,233827436,145464463,32952865,63037620,0,0,2505147,279829398,2053849,5564678,765235456,99629514,46821378,3131199,21542811,0,0,525846,158265546,1438462,3897353,335252109,-2077026,290454028,168862923,29508746,74400501,0,0,0,2008435,311376036,0,3492311,0,0,0,10528867,888554821,0,0,0,292697,292697,43127528,23399931,6853984,10406987,0,0,1055109,126774346,0,607556,212225441,6303451,173717388,3183564,1003546,0,0,0,0,2103980,485791714.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106370744,SCRIPPS MERCY HOSPITAL,20213,2021-07-01,2021-09-30,Open,San Diego,14 - San Diego/Imperial,1418,Non Profit Corp.,Comparable,Teaching,619-294-8111,4077 FIFTH AVENUE,SAN DIEGO,92103-2180,TOM GAMMIERE,655,559,435,1269,1674,876,2047,0,0,31,1412,130,90,7529,0,7714,9913,5687,9264,0,0,215,5366,428,296,38883,0,7166,8779,4932,16543,0,0,533,13988,1027,713,53681,176045578,230082102,115206676,187936550,0,0,4343718,152860761,9641091,6686012,882802488,63713316,80040445,20837324,83126717,0,0,1314549,88403255,4064904,2818975,344319485,3851962,206938756,270707957,109012608,229750535,-4570601,0,0,5969243,158431799,0,13705995,0,0,0,10610905,1004409159,0,0,0,877261,877261,32213676,39133361,31834324,40824401,0,0,-306271,80878013,0,-987429,223590075,11851892,228338740,6639602,12466,0,0,0,0,20475596,291462326.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106374094,SELECT SPECIALTY HOSPITAL - SAN DIEGO,20213,2021-07-01,2021-09-30,Open,San Diego,14 - San Diego/Imperial,1418,Investor - Corp.,Comparable,,619-260-8300,555 WASHINGTON STREET,SAN DIEGO,92103,YAMEEKA WILLIAMS,110,88,88,78,31,2,43,0,0,33,0,0,1,188,0,2326,1192,59,1736,0,0,1239,0,0,26,6578,0,0,0,0,0,0,0,0,0,0,0,0,46602686,23523287,929803,33503635,0,0,23353502,0,0,597812,128510725,0,0,0,0,0,0,0,0,0,0,0,128894,40832260,20656137,834173,30329602,0,0,0,20512991,0,0,0,0,0,0,532812,113826869,0,0,0,0,0,5690955,2834825,95630,3164508,0,0,2832938,0,0,65000,14683856,11704,13564050,0,0,0,0,0,0,370447,4407558.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106124004,SEMPERVIRENS P.H.F.,20213,2021-07-01,2021-09-30,Open,Humboldt,01 - Northern California,105,City/County,Psychiatric Health Facilities,,707-269-2990,720 WOOD STREET,EUREKA,95501,PAUL BUGNACKI,16,16,16,29,0,0,0,0,0,62,0,0,0,91,0,428,0,0,0,0,0,660,0,0,0,1088,0,0,0,0,0,0,0,0,0,0,0,0,877486,0,0,0,0,0,1353132,0,0,0,2230618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877486,0,0,0,0,0,1353132,0,0,0,2230618,0,1961474,259162,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
